Probe	ProbeChromosome	ProbecM	Probebp
Contig7446_at	unknown	unknown	unknown
Contig7448_s_at	unknown	unknown	unknown
Contig7450_at	unknown	unknown	unknown
Contig7451_at	unknown	unknown	unknown
Contig7453_at	3	51.4164305949	202830520
Contig7454_at	7	70.4320113314	237750160
Contig7463_at	3	154.161393998	557527560
Contig7464_at	4	51.2039660057	172534840
Contig7467_at	unknown	unknown	unknown
Contig7469_at	unknown	unknown	unknown
Contig7473_at	7	64.164305949	111886440
Contig7474_s_at	unknown	unknown	unknown
Contig7476_at	6	63.4560906516	429255760
Contig7478_at	unknown	unknown	unknown
Contig7479_at	unknown	unknown	unknown
Contig7481_at	unknown	unknown	unknown
Contig7483_at	unknown	unknown	unknown
Contig7484_at	unknown	unknown	unknown
Contig7487_at	unknown	unknown	unknown
Contig7490_at	unknown	unknown	unknown
Contig7492_s_at	unknown	unknown	unknown
Contig7495_s_at	unknown	unknown	unknown
Contig7496_at	3	108.42776204	506688800
Contig7497_at	unknown	unknown	unknown
Contig7499_at	3	24.9114730878	19007960
Contig7500_at	unknown	unknown	unknown
Contig7501_at	5	134.722222222	509518480
Contig7501_s_at	5	134.722222222	509518480
Contig7503_at	unknown	unknown	unknown
Contig7505_at	1	95.6090651558	425396880
Contig7507_at	unknown	unknown	unknown
Contig7508_at	unknown	unknown	unknown
Contig7509_at	7	70.7507082153	322479360
Contig7510_at	5	80.3472222222	443370680
Contig7511_at	unknown	unknown	unknown
Contig7512_s_at	4	92.8470254958	510469560
Contig7514_at	unknown	unknown	unknown
Contig7517_at	unknown	unknown	unknown
Contig7519_at	4	26.3456090652	19379960
Contig7522_at	unknown	unknown	unknown
Contig7525_at	4	22.2379603399	16405200
Contig7529_at	6	52.9036827195	117554480
Contig7530_s_at	2	110.906515581	584655040
Contig7533_at	unknown	unknown	unknown
Contig7534_at	unknown	unknown	unknown
Contig7535_at	6	26.5049575071	16087760
Contig7538_at	unknown	unknown	unknown
Contig7543_at	unknown	unknown	unknown
Contig7544_at	7	59.5467422096	89428800
Contig7546_s_at	2	138.597733711	613641280
Contig7548_at	unknown	unknown	unknown
Contig7551_at	1	3.1869688385	701840
Contig7552_at	1	48.0878186969	143088560
Contig7554_s_at	3	133.35694051	537540000
Contig7556_s_at	1	126.133144476	456359680
Contig7559_at	unknown	unknown	unknown
Contig7560_at	7	69.2634560907	192935320
Contig7562_at	unknown	unknown	unknown
Contig7564_at	unknown	unknown	unknown
Contig7565_at	unknown	unknown	unknown
Contig7566_at	2	56.5155807365	358736960
Contig7569_at	6	52.9036827195	115787480
Contig7570_at	4	51.9121813031	327488960
Contig7573_at	unknown	unknown	unknown
Contig7574_at	1	82.507082153	404594640
Contig7575_at	unknown	unknown	unknown
Contig7577_at	2	76.0623229462	518715560
Contig7580_at	4	55.7365439093	411386120
Contig7581_at	2	94.3005461289	559049040
Contig7584_at	1	61.1543909348	358608000
Contig7587_at	unknown	unknown	unknown
Contig7589_s_at	unknown	unknown	unknown
Contig7592_at	unknown	unknown	unknown
Contig7593_at	7	12.7478753541	15084600
Contig7594_at	4	35.9065155807	31818400
Contig7596_at	unknown	unknown	unknown
Contig7597_at	unknown	unknown	unknown
Contig7598_at	2	58.4985835694	433598240
Contig7600_at	unknown	unknown	unknown
Contig7603_at	unknown	unknown	unknown
Contig7605_s_at	unknown	unknown	unknown
Contig7607_at	unknown	unknown	unknown
Contig7609_s_at	unknown	unknown	unknown
Contig7611_at	unknown	unknown	unknown
Contig7613_at	4	51.2039660057	207625600
Contig7615_s_at	unknown	unknown	unknown
Contig7617_at	unknown	unknown	unknown
Contig7620_at	5	47.1180555556	319802200
Contig7622_at	7	67.36898017	132176560
Contig7623_at	unknown	unknown	unknown
Contig7624_at	unknown	unknown	unknown
Contig7626_at	3	67.9886685553	448046720
Contig7628_at	unknown	unknown	unknown
Contig7629_at	unknown	unknown	unknown
Contig7630_at	unknown	unknown	unknown
Contig7631_at	unknown	unknown	unknown
Contig7632_at	unknown	unknown	unknown
Contig7634_at	unknown	unknown	unknown
Contig7635_s_at	7	49.716713881	67121200
Contig7637_at	unknown	unknown	unknown
Contig7641_at	unknown	unknown	unknown
Contig7643_at	5	41.7361111111	42555560
Contig7644_at	2	80.9135977337	527576600
Contig7645_at	unknown	unknown	unknown
Contig7646_at	unknown	unknown	unknown
Contig7648_at	unknown	unknown	unknown
Contig7650_at	2	55.5240793201	182756160
Contig7652_s_at	unknown	unknown	unknown
Contig7657_s_at	unknown	unknown	unknown
Contig7658_at	unknown	unknown	unknown
Contig7664_at	unknown	unknown	unknown
Contig7666_s_at	7	116.076487252	567153680
Contig7671_at	5	119.375	492263880
Contig7672_at	unknown	unknown	unknown
Contig7673_at	1	58.3569405099	339420240
Contig7674_at	4	51.4518413598	307882080
Contig7675_at	3	46.1756373938	59792800
Contig7676_at	unknown	unknown	unknown
Contig7677_at	unknown	unknown	unknown
Contig7678_at	6	55.0283286119	265658840
Contig7680_at	unknown	unknown	unknown
Contig7684_at	unknown	unknown	unknown
Contig7686_at	unknown	unknown	unknown
Contig768_at	unknown	unknown	unknown
Contig7690_at	7	50.7082152975	71270240
Contig7691_at	6	64.0934844193	436070800
Contig7692_s_at	unknown	unknown	unknown
Contig7693_at	unknown	unknown	unknown
Contig7697_at	unknown	unknown	unknown
Contig7698_s_at	unknown	unknown	unknown
Contig7701_at	2	29.3909348442	34614600
Contig7702_at	unknown	unknown	unknown
Contig7703_at	unknown	unknown	unknown
Contig7705_at	unknown	unknown	unknown
Contig7706_at	7	97.6550747289	544488960
Contig7707_at	5	147.881944444	528432200
Contig7708_at	4	51.4164305949	217085560
Contig7709_at	1	72.5920679887	391503960
Contig7710_at	unknown	unknown	unknown
Contig7711_at	unknown	unknown	unknown
Contig7712_at	1	49.716713881	273119920
Contig7722_at	unknown	unknown	unknown
Contig7723_at	5	60.9953703703	407393320
Contig7725_at	6	72.2379603399	480187520
Contig7726_at	2	107.152974504	576399120
Contig7727_at	1	132.365439093	462937880
Contig7730_at	1	57.2946175637	329249760
Contig7731_at	7	61.7563739377	92275840
Contig7733_at	6	56.4093484419	343799920
Contig7734_at	7	85.9773371105	528399960
Contig7736_at	unknown	unknown	unknown
Contig7738_at	4	104.582152975	530897320
Contig7739_at	1	76.8413597734	398837320
Contig7740_s_at	unknown	unknown	unknown
Contig7742_at	unknown	unknown	unknown
Contig7745_at	unknown	unknown	unknown
Contig7748_s_at	unknown	unknown	unknown
Contig7750_at	unknown	unknown	unknown
Contig7751_at	unknown	unknown	unknown
Contig7752_at	unknown	unknown	unknown
Contig7753_at	unknown	unknown	unknown
Contig7755_s_at	6	75.4957507082	490541520
Contig7757_s_at	unknown	unknown	unknown
Contig7759_at	unknown	unknown	unknown
Contig7760_s_at	unknown	unknown	unknown
Contig7762_at	unknown	unknown	unknown
Contig7764_at	unknown	unknown	unknown
Contig7765_at	unknown	unknown	unknown
Contig7766_at	5	47.5694444444	334416840
Contig7768_s_at	unknown	unknown	unknown
Contig7769_at	2	50.9206798867	79880800
Contig7771_at	unknown	unknown	unknown
Contig7772_at	unknown	unknown	unknown
Contig7773_at	unknown	unknown	unknown
Contig7775_at	1	42.0679886686	41722280
Contig7779_at	unknown	unknown	unknown
Contig7785_at	7	124.079320113	577125760
Contig7786_at	unknown	unknown	unknown
Contig7787_at	4	50.6373937677	93047120
Contig7788_at	2	54.2492917847	137351080
Contig7789_at	1	119.688385269	449889360
Contig7790_at	unknown	unknown	unknown
Contig7791_at	unknown	unknown	unknown
Contig7792_at	unknown	unknown	unknown
Contig7794_s_at	unknown	unknown	unknown
Contig7797_at	4	18.4844192635	11720480
Contig7798_at	unknown	unknown	unknown
Contig7799_at	5	98.7152777778	474302480
Contig77_s_at	unknown	unknown	unknown
Contig7800_at	unknown	unknown	unknown
Contig7801_at	unknown	unknown	unknown
Contig7802_at	4	54.3201133144	397129840
Contig7803_at	4	1.1331444759	3810520
Contig7805_at	1	4.9575070822	2579200
Contig7809_at	unknown	unknown	unknown
Contig7810_at	6	53.1161473088	142006040
Contig7813_at	unknown	unknown	unknown
Contig7817_at	4	104.582152975	530897320
Contig7818_s_at	1	42.2804532577	41888440
Contig7820_s_at	unknown	unknown	unknown
Contig7827_at	unknown	unknown	unknown
Contig7828_at	5	65.9722222222	421230480
Contig7830_s_at	unknown	unknown	unknown
Contig7831_at	unknown	unknown	unknown
Contig7832_at	unknown	unknown	unknown
Contig7834_at	unknown	unknown	unknown
Contig7836_at	3	46.1756373938	59792800
Contig7837_at	5	44.2361111111	236417160
Contig7843_at	unknown	unknown	unknown
Contig7845_at	unknown	unknown	unknown
Contig7848_at	7	41.4305949008	52422240
Contig7849_at	3	49.2917847025	130433120
Contig7851_s_at	unknown	unknown	unknown
Contig7852_at	6	50.2124645892	74628160
Contig7853_at	5	80.3472222222	442089760
Contig7854_at	unknown	unknown	unknown
Contig7855_s_at	unknown	unknown	unknown
Contig7857_s_at	unknown	unknown	unknown
Contig7861_at	1	48.3711048159	231535280
Contig7863_at	6	78.2577903683	495730920
Contig7871_s_at	3	56.4447592068	399728880
Contig7874_at	unknown	unknown	unknown
Contig7875_at	unknown	unknown	unknown
Contig7876_at	2	135.623229462	607710360
Contig7880_at	unknown	unknown	unknown
Contig7881_at	unknown	unknown	unknown
Contig7883_at	4	54.3201133144	391368800
Contig7886_at	unknown	unknown	unknown
Contig7894_at	5	47.5694444444	333660440
Contig7895_at	3	86.2606232295	479154600
Contig7897_at	3	86.2606232295	479154600
Contig7898_at	unknown	unknown	unknown
Contig7901_at	unknown	unknown	unknown
Contig7902_at	3	139.589235127	544087200
Contig7903_at	unknown	unknown	unknown
Contig7904_at	unknown	unknown	unknown
Contig7905_at	unknown	unknown	unknown
Contig7906_at	3	98.5127478754	499289720
Contig7908_at	unknown	unknown	unknown
Contig7911_at	unknown	unknown	unknown
Contig7913_at	2	57.8308377175	418232160
Contig7915_at	6	53.611898017	165231240
Contig7917_at	unknown	unknown	unknown
Contig7919_at	unknown	unknown	unknown
Contig7925_at	6	59.9150141643	376967440
Contig7927_at	unknown	unknown	unknown
Contig7928_s_at	unknown	unknown	unknown
Contig7933_s_at	4	99.0793201133	519537680
Contig7935_s_at	unknown	unknown	unknown
Contig7936_at	4	60.269121813	453528760
Contig7937_s_at	7	110.269121813	565535480
Contig7939_at	1	83.1798866856	404594640
Contig7941_s_at	unknown	unknown	unknown
Contig7944_at	unknown	unknown	unknown
Contig7945_at	3	64.8725212465	441085360
Contig7946_at	unknown	unknown	unknown
Contig7947_at	3	9.24220963175	8713480
Contig7949_s_at	unknown	unknown	unknown
Contig7951_at	unknown	unknown	unknown
Contig7954_at	unknown	unknown	unknown
Contig7955_s_at	unknown	unknown	unknown
Contig7957_at	unknown	unknown	unknown
Contig7958_s_at	4	35.1274787535	31341000
Contig7960_at	2	40.0849858357	43545080
Contig7961_at	unknown	unknown	unknown
Contig7963_at	unknown	unknown	unknown
Contig7964_at	unknown	unknown	unknown
Contig7965_at	unknown	unknown	unknown
Contig7967_at	unknown	unknown	unknown
Contig7969_at	4	52.9745042493	361167360
Contig7973_at	unknown	unknown	unknown
Contig7975_at	unknown	unknown	unknown
Contig7979_at	1	47.4504249292	88066040
Contig7980_at	unknown	unknown	unknown
Contig7982_at	unknown	unknown	unknown
Contig7987_at	5	143.958333333	525007320
Contig7988_at	unknown	unknown	unknown
Contig7990_at	unknown	unknown	unknown
Contig7992_at	unknown	unknown	unknown
Contig7994_s_at	6	72.9461756374	484391120
Contig7995_at	4	22.2379603399	16405200
Contig7996_at	3	59.6317280453	417066560
Contig7997_at	unknown	unknown	unknown
Contig8001_at	6	53.7535410765	185877240
Contig8004_at	1	59.1536827195	342025480
Contig8006_at	unknown	unknown	unknown
Contig8007_at	unknown	unknown	unknown
Contig8013_at	5	122.569444444	497603320
Contig8015_at	unknown	unknown	unknown
Contig8017_at	3	25.3009915014	20059480
Contig8018_at	5	45.2083333333	293163280
Contig8019_at	unknown	unknown	unknown
Contig8020_at	unknown	unknown	unknown
Contig8021_at	unknown	unknown	unknown
Contig8022_at	6	55.5240793201	321202160
Contig8023_at	5	44.2361111111	116708800
Contig8024_at	6	117.492917847	531067200
Contig8025_at	unknown	unknown	unknown
Contig8026_at	4	50.9915014164	121355080
Contig8028_at	1	48.2592813479	186531960
Contig8031_at	unknown	unknown	unknown
Contig8033_at	unknown	unknown	unknown
Contig8034_at	unknown	unknown	unknown
Contig8035_at	unknown	unknown	unknown
Contig8038_s_at	6	115.014164306	527627440
Contig8039_at	unknown	unknown	unknown
Contig8040_at	1	50.8498583569	284168320
Contig8041_at	3	49.2917847025	128367280
Contig8045_at	2	55.559490085	245946560
Contig8047_at	6	84.0297450425	498095600
Contig8049_at	unknown	unknown	unknown
Contig8050_at	unknown	unknown	unknown
Contig8051_at	unknown	unknown	unknown
Contig8055_at	1	70.7152974504	382252320
Contig8056_at	unknown	unknown	unknown
Contig8057_at	6	52.9036827195	135427840
Contig8058_at	unknown	unknown	unknown
Contig8060_at	6	63.4560906516	429120600
Contig8063_at	4	60.6940509915	457098720
Contig8064_at	unknown	unknown	unknown
Contig8066_s_at	5	130.902777778	506583400
Contig8067_at	unknown	unknown	unknown
Contig8068_at	unknown	unknown	unknown
Contig8069_at	unknown	unknown	unknown
Contig8075_at	unknown	unknown	unknown
Contig807_s_at	7	3.8243626062	7979400
Contig8080_at	3	96.6005665722	496830800
Contig8084_at	unknown	unknown	unknown
Contig8085_at	4	103.930594901	525561600
Contig8086_at	unknown	unknown	unknown
Contig8087_at	unknown	unknown	unknown
Contig8089_at	5	43.3429487179	59355080
Contig8090_at	5	44.2361111111	125120960
Contig8091_at	6	10.835694051	9913800
Contig8093_x_at	5	119.375	492263880
Contig8096_at	4	50.9915014164	137631320
Contig8101_at	5	157.361111111	541119880
Contig8103_at	5	95.4861111111	465729120
Contig8104_at	1	48.0878186969	140060480
Contig8105_at	unknown	unknown	unknown
Contig8107_at	unknown	unknown	unknown
Contig8108_at	unknown	unknown	unknown
Contig8109_at	5	149.583333333	532024480
Contig8113_s_at	7	91.428470255	535527480
Contig8115_s_at	3	59.6317280453	420906840
Contig8118_at	4	99.0793201133	519537680
Contig8122_at	unknown	unknown	unknown
Contig8124_at	unknown	unknown	unknown
Contig8125_at	unknown	unknown	unknown
Contig8128_at	unknown	unknown	unknown
Contig8129_at	unknown	unknown	unknown
Contig8133_at	unknown	unknown	unknown
Contig8134_at	unknown	unknown	unknown
Contig8138_s_at	3	109.01203966	510061600
Contig8140_at	unknown	unknown	unknown
Contig8141_at	unknown	unknown	unknown
Contig8142_at	unknown	unknown	unknown
Contig8146_at	unknown	unknown	unknown
Contig8147_at	7	109.915014164	563185680
Contig8148_at	7	69.2634560907	185464320
Contig8149_at	7	67.7407932011	147479400
Contig8150_at	6	66.7847025496	459150920
Contig8151_at	unknown	unknown	unknown
Contig8152_at	unknown	unknown	unknown
Contig8154_at	unknown	unknown	unknown
Contig8156_at	2	92.209631728	555295560
Contig8157_at	unknown	unknown	unknown
Contig8160_at	unknown	unknown	unknown
Contig8161_at	unknown	unknown	unknown
Contig8162_at	unknown	unknown	unknown
Contig8163_at	unknown	unknown	unknown
Contig8164_at	1	48.3711048159	229326840
Contig8165_at	7	80.0991501416	514089120
Contig8170_at	unknown	unknown	unknown
Contig8172_at	5	73.4722222222	434411680
Contig8173_at	unknown	unknown	unknown
Contig8175_at	unknown	unknown	unknown
Contig8176_at	unknown	unknown	unknown
Contig8177_at	unknown	unknown	unknown
Contig8180_at	unknown	unknown	unknown
Contig8182_at	unknown	unknown	unknown
Contig8183_at	3	38.0311614731	34971720
Contig8184_at	3	55.8073654391	398771600
Contig8185_at	unknown	unknown	unknown
Contig8186_at	unknown	unknown	unknown
Contig8190_at	6	60.6232294618	411029000
Contig8191_at	unknown	unknown	unknown
Contig8194_at	unknown	unknown	unknown
Contig8195_at	unknown	unknown	unknown
Contig8196_s_at	unknown	unknown	unknown
Contig8200_at	unknown	unknown	unknown
Contig8201_at	5	164.722222222	548768200
Contig8202_at	3	145.538243626	550465760
Contig8204_at	1	118.746458924	449124280
Contig8210_at	1	47.2379603399	79019000
Contig8212_at	2	113.88101983	586436920
Contig8213_at	2	114.093484419	588817720
Contig8218_at	unknown	unknown	unknown
Contig8220_at	2	55.5240793201	179516040
Contig8224_at	unknown	unknown	unknown
Contig8225_at	unknown	unknown	unknown
Contig8226_at	unknown	unknown	unknown
Contig8227_at	unknown	unknown	unknown
Contig8230_at	5	168.541666667	554571400
Contig8236_at	1	58.3569405099	333793120
Contig8238_at	unknown	unknown	unknown
Contig823_at	2	54.2492917847	135427840
Contig8242_at	4	51.4164305949	247442000
Contig8244_s_at	1	3.1869688385	1037880
Contig8247_at	4	60.552407932	455026680
Contig8248_at	1	56.2145892351	320713600
Contig8251_at	7	17.5637393768	20985760
Contig8253_at	unknown	unknown	unknown
Contig8254_at	unknown	unknown	unknown
Contig8258_s_at	unknown	unknown	unknown
Contig825_s_at	7	70.4320113314	237750160
Contig8260_s_at	3	114.646172089	516169840
Contig8262_at	unknown	unknown	unknown
Contig8265_at	5	126.128472222	500865760
Contig8266_at	unknown	unknown	unknown
Contig8267_at	3	54.2138810198	383952360
Contig8268_at	unknown	unknown	unknown
Contig8273_at	unknown	unknown	unknown
Contig8274_at	2	40.1203966006	45779560
Contig8276_at	5	166.666666667	550886120
Contig8278_at	unknown	unknown	unknown
Contig827_x_at	unknown	unknown	unknown
Contig8280_at	4	91.2889518414	510124840
Contig8283_at	unknown	unknown	unknown
Contig8285_at	unknown	unknown	unknown
Contig8286_at	unknown	unknown	unknown
Contig8287_at	unknown	unknown	unknown
Contig8289_s_at	4	1.1685552408	4423080
Contig828_s_at	1	119.688385269	452947200
Contig8291_at	unknown	unknown	unknown
Contig8292_at	1	101.062322946	434515840
Contig8293_at	5	142.986111111	523374240
Contig8295_at	7	62.3937677054	100911200
Contig8296_at	unknown	unknown	unknown
Contig8299_at	6	68.9093484419	471021440
Contig8301_at	3	50.6728045326	153910040
Contig8307_s_at	7	37.6062322946	46052360
Contig8310_at	2	114.376770538	588817720
Contig8312_at	2	119.759206799	591559360
Contig8313_at	unknown	unknown	unknown
Contig8320_at	unknown	unknown	unknown
Contig8323_at	unknown	unknown	unknown
Contig8326_at	unknown	unknown	unknown
Contig8327_at	5	43.9583333333	70569640
Contig8329_at	unknown	unknown	unknown
Contig832_s_at	unknown	unknown	unknown
Contig8330_at	unknown	unknown	unknown
Contig8331_s_at	3	131.657223796	534454880
Contig8332_at	5	80.3472222222	441096520
Contig8333_at	unknown	unknown	unknown
Contig8334_s_at	unknown	unknown	unknown
Contig8336_at	unknown	unknown	unknown
Contig8337_at	unknown	unknown	unknown
Contig8338_at	unknown	unknown	unknown
Contig8340_at	unknown	unknown	unknown
Contig8341_at	4	30.6767119273	24721880
Contig8342_at	unknown	unknown	unknown
Contig8343_at	unknown	unknown	unknown
Contig8345_at	2	146.458923513	620783680
Contig8346_at	unknown	unknown	unknown
Contig8348_at	5	135.347222222	510643160
Contig8349_at	unknown	unknown	unknown
Contig8350_at	unknown	unknown	unknown
Contig8351_at	3	148.158640227	554355640
Contig8353_s_at	unknown	unknown	unknown
Contig8356_s_at	2	132.577903683	603659280
Contig8357_at	3	7.0113314448	6498840
Contig8358_at	unknown	unknown	unknown
Contig835_s_at	4	54.3201133144	383524560
Contig8360_at	4	1.1331444759	3810520
Contig8361_at	5	94.7222222222	463350800
Contig8362_at	unknown	unknown	unknown
Contig8363_at	5	45.7638888889	298160480
Contig8366_at	5	44.2361111111	194646520
Contig8368_at	unknown	unknown	unknown
Contig8369_at	unknown	unknown	unknown
Contig8370_at	unknown	unknown	unknown
Contig8372_at	6	60.1983002833	400859760
Contig8373_at	unknown	unknown	unknown
Contig8374_at	unknown	unknown	unknown
Contig8375_at	1	48.3711048159	210620200
Contig8379_at	unknown	unknown	unknown
Contig837_x_at	unknown	unknown	unknown
Contig8380_at	5	47.3611111111	330734040
Contig8383_s_at	4	1.1331444759	3464560
Contig8385_at	unknown	unknown	unknown
Contig8386_at	2	55.6657223796	242675440
Contig8393_at	unknown	unknown	unknown
Contig8394_at	unknown	unknown	unknown
Contig8395_at	unknown	unknown	unknown
Contig8396_at	unknown	unknown	unknown
Contig8398_at	1	119.688385269	452947200
Contig8399_at	2	149.256373938	625575040
Contig8400_at	unknown	unknown	unknown
Contig8401_at	5	128.194444444	502704680
Contig8402_at	5	96.7336344904	469385880
Contig8404_at	unknown	unknown	unknown
Contig8405_at	unknown	unknown	unknown
Contig8406_at	unknown	unknown	unknown
Contig8408_at	unknown	unknown	unknown
Contig8409_at	unknown	unknown	unknown
Contig840_s_at	unknown	unknown	unknown
Contig8410_at	unknown	unknown	unknown
Contig8411_at	unknown	unknown	unknown
Contig8413_s_at	unknown	unknown	unknown
Contig8415_at	7	129.390934844	588298160
Contig8422_s_at	unknown	unknown	unknown
Contig8423_at	4	51.9298866856	328407800
Contig8427_at	5	47.5694444444	340198960
Contig8429_at	unknown	unknown	unknown
Contig8431_at	unknown	unknown	unknown
Contig8434_at	5	71.8888888889	429717040
Contig8437_at	3	123.229461756	525049480
Contig8438_at	unknown	unknown	unknown
Contig8440_at	unknown	unknown	unknown
Contig8441_at	unknown	unknown	unknown
Contig8443_at	unknown	unknown	unknown
Contig8444_at	4	54.3201133144	376982320
Contig8450_s_at	unknown	unknown	unknown
Contig8452_at	unknown	unknown	unknown
Contig8453_at	2	39.8725212464	40431440
Contig8454_at	6	10.835694051	9913800
Contig8456_at	unknown	unknown	unknown
Contig8458_at	unknown	unknown	unknown
Contig8459_at	unknown	unknown	unknown
Contig845_s_at	3	19.1068690386	16554000
Contig8462_at	unknown	unknown	unknown
Contig8464_at	1	39.5538243626	36787080
Contig8468_at	unknown	unknown	unknown
Contig8470_s_at	unknown	unknown	unknown
Contig8473_s_at	6	119.33427762	537339120
Contig8475_at	unknown	unknown	unknown
Contig8476_at	unknown	unknown	unknown
Contig8478_at	unknown	unknown	unknown
Contig8479_at	unknown	unknown	unknown
Contig8480_at	2	144.263456091	619541200
Contig8484_at	unknown	unknown	unknown
Contig8486_at	unknown	unknown	unknown
Contig8487_s_at	unknown	unknown	unknown
Contig848_at	5	29.7569444444	18794680
Contig8490_at	4	73.6543909348	490093880
Contig8493_at	unknown	unknown	unknown
Contig8494_at	2	119.759206799	591559360
Contig8497_at	unknown	unknown	unknown
Contig8499_at	unknown	unknown	unknown
Contig8502_at	3	128.452549575	532051760
Contig8503_at	unknown	unknown	unknown
Contig8505_s_at	unknown	unknown	unknown
Contig8506_at	3	51.6288951841	337448640
Contig8507_at	6	63.4560906516	432632280
Contig8508_at	unknown	unknown	unknown
Contig8511_at	5	34.1666666667	26997280
Contig8512_at	5	153.854166667	538028560
Contig8515_s_at	2	103.787181303	570825320
Contig8517_at	unknown	unknown	unknown
Contig8521_s_at	2	149.256373938	625575040
Contig8522_at	3	126.062322946	528677720
Contig8523_s_at	unknown	unknown	unknown
Contig8527_at	5	47.5694444444	335336920
Contig8528_at	unknown	unknown	unknown
Contig8531_at	1	48.2294617564	183585720
Contig8532_at	unknown	unknown	unknown
Contig8533_at	4	81.3739376771	501050520
Contig8535_s_at	1	119.688385269	452947200
Contig8537_at	unknown	unknown	unknown
Contig8538_at	5	43.6111111111	62796080
Contig8541_at	unknown	unknown	unknown
Contig8544_s_at	2	12.5885269122	17389760
Contig8546_s_at	7	78.1161473088	508246240
Contig8548_at	3	112.862499795	511570680
Contig8549_at	7	70.6798866856	320486680
Contig8551_at	unknown	unknown	unknown
Contig8553_at	unknown	unknown	unknown
Contig8555_at	5	121.458333333	493405920
Contig8557_at	unknown	unknown	unknown
Contig8561_at	2	59.4900849858	456481200
Contig8562_at	unknown	unknown	unknown
Contig8563_at	4	54.3201133144	388379160
Contig8565_at	6	68.2011331445	464273360
Contig8567_at	1	4.1076487252	1760800
Contig8571_at	3	46.1756373938	78005920
Contig8572_s_at	2	141.940509915	616298600
Contig8575_s_at	5	151.875	535347680
Contig8578_at	3	11.5439093484	10439560
Contig8579_at	unknown	unknown	unknown
Contig8585_at	7	69.2634560907	196707400
Contig8586_s_at	unknown	unknown	unknown
Contig8587_s_at	unknown	unknown	unknown
Contig8588_at	unknown	unknown	unknown
Contig8590_at	6	64.0934844193	436070800
Contig8591_at	2	76.0623229462	518715560
Contig8593_s_at	unknown	unknown	unknown
Contig8594_at	unknown	unknown	unknown
Contig8595_at	unknown	unknown	unknown
Contig8596_at	unknown	unknown	unknown
Contig8597_at	unknown	unknown	unknown
Contig8598_at	unknown	unknown	unknown
Contig8600_at	unknown	unknown	unknown
Contig8601_s_at	unknown	unknown	unknown
Contig8604_at	unknown	unknown	unknown
Contig8605_at	1	119.688385269	452947200
Contig8609_at	unknown	unknown	unknown
Contig8611_at	unknown	unknown	unknown
Contig8612_at	5	43.9236111111	67134840
Contig8614_at	2	58.9235127479	447636280
Contig8615_at	unknown	unknown	unknown
Contig8616_at	2	87.6416430595	540117960
Contig8617_s_at	2	52.4079320113	88358680
Contig8619_at	unknown	unknown	unknown
Contig8622_s_at	4	51.4164305949	218109800
Contig8623_s_at	unknown	unknown	unknown
Contig8625_at	unknown	unknown	unknown
Contig8629_at	unknown	unknown	unknown
Contig8631_at	unknown	unknown	unknown
Contig8635_at	unknown	unknown	unknown
Contig8636_at	unknown	unknown	unknown
Contig8638_at	unknown	unknown	unknown
Contig8639_at	unknown	unknown	unknown
Contig863_s_at	unknown	unknown	unknown
Contig8641_at	unknown	unknown	unknown
Contig8642_at	unknown	unknown	unknown
Contig8646_at	unknown	unknown	unknown
Contig8648_s_at	5	168.541666667	554571400
Contig8649_at	unknown	unknown	unknown
Contig8651_s_at	7	13.314447592	16074120
Contig8652_at	7	67.776203966	159842200
Contig8653_at	5	62.5	412605040
Contig8654_at	3	36.7288322317	22548160
Contig8655_at	unknown	unknown	unknown
Contig8656_at	3	49.2917847025	130433120
Contig8657_at	unknown	unknown	unknown
Contig8658_at	5	129.444444444	505210720
Contig865_5_s_at	6	58.6048158641	362569800
Contig8663_at	unknown	unknown	unknown
Contig8664_at	5	47.1180555556	319802200
Contig8666_at	unknown	unknown	unknown
Contig8667_at	unknown	unknown	unknown
Contig8669_s_at	unknown	unknown	unknown
Contig8673_s_at	unknown	unknown	unknown
Contig8676_at	unknown	unknown	unknown
Contig8677_at	7	73.5835694051	425954880
Contig867_at	unknown	unknown	unknown
Contig8681_at	unknown	unknown	unknown
Contig8682_at	unknown	unknown	unknown
Contig8683_at	4	48.6543909348	54636880
Contig8685_at	unknown	unknown	unknown
Contig8687_s_at	unknown	unknown	unknown
Contig8695_s_at	6	55.0283286119	265658840
Contig8699_at	unknown	unknown	unknown
Contig86_at	5	52.2916666667	391795360
Contig8701_at	5	152.361111111	537176680
Contig8702_at	unknown	unknown	unknown
Contig8703_at	unknown	unknown	unknown
Contig8704_at	unknown	unknown	unknown
Contig8705_at	6	60.1983002833	400859760
Contig8707_s_at	unknown	unknown	unknown
Contig8711_at	5	51.4583333333	389000400
Contig8712_at	1	58.3569405099	333793120
Contig8713_at	unknown	unknown	unknown
Contig8715_at	2	53.8243626062	115776320
Contig8716_at	6	8.5694050992	8000480
Contig8717_at	unknown	unknown	unknown
Contig8718_at	6	50.2124645892	75514760
Contig871_s_at	3	18.7042249314	16554000
Contig8720_at	unknown	unknown	unknown
Contig8722_at	4	104.963408876	530897320
Contig8723_at	unknown	unknown	unknown
Contig8728_at	unknown	unknown	unknown
Contig8729_at	unknown	unknown	unknown
Contig8734_at	unknown	unknown	unknown
Contig8739_at	unknown	unknown	unknown
Contig873_s_at	unknown	unknown	unknown
Contig8741_at	unknown	unknown	unknown
Contig8742_at	unknown	unknown	unknown
